product_name,batch_number,manufacturer,alert_date,reason,source_document,lab_type,extraction_confidence,page,mfg_date,expiry_date,reported_by
Amoxycillin& Potassium Clavulanate Tablets I.P (AGECLAV – 375 Tablets),JMT-240801A,JMM Formulation Pvt. Ltd.,2025-05-31,The Sample does not conform to Standard Quality in respect of the test for “Dissolution of Amoxycillin”.,STATE_NSQ_MAY-2025.pdf,state,medium,6,Aug-24,Jan-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Zinc Sulphate Tablets I.P. 20 mg (TONZEE 20),ZS-2404,Torino Laboratories Pvt. Ltd.,2025-05-31,The Sample does not conform to Standard Quality in respect of the test for “Disintegration”.,STATE_NSQ_MAY-2025.pdf,state,medium,6,May-24,Apr-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Telmisartan Tablets I.P. 20 mg (TELSAT – 20),ST2T2302,Goodman Pharmaceuticals,2025-05-31,The Sample does not conform to standard in respect of the test for “Dissolution” performed.,STATE_NSQ_MAY-2025.pdf,state,medium,6,Mar-24,Feb-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Amoxycillin& Potassium Clavulanate Tablets I.P. 625 mg (TIMOX – CV 625),AXP5F5007,Sucantis Bio Tech Pvt. Ltd.,2025-05-31,The sample does not conform to standard quality in respect of the test for “Dissolution of Amoxycillin”,STATE_NSQ_MAY-2025.pdf,state,medium,7,Jan-25,Dec-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Amoxycillin& Potassium Clavulanate Tablets I.P (AMOXMED – CV 625 Tablets),ABT24071,Alexa Pharmaceuticals,2025-05-31,The sample does not conform to standard quality in respect of the test for “Dissolution & Assay”.,STATE_NSQ_MAY-2025.pdf,state,medium,7,May-24,Oct-25,"State Drugs Testing Laboratory, Agartala, Tripura."
Albendazole Tablets I.P. 400 mg (B-ZOLE 400 mg),T50120A,Samson Laboratories Pvt. Ltd.,2025-05-31,The sample does not conform to standard quality in respect of the test for “Dissolution”,STATE_NSQ_MAY-2025.pdf,state,medium,7,Feb-25,Jan-27,"State Drugs Testing Laboratory, Agartala, Tripura."
"Methylcobalamin, Alpha Lipoic Acid, Pyridoxine Hydrochloride, Folic Acid, Inositol & Niacinamide Softgel Capsules (S-Neuro Plus)",SD240762,Bajaj Nutraceuticals,2025-05-31,"(1) For the received sample Methylcobalamin, Alpha Lipoic Acid, Pyridoxine Hydrochloride, Folic Acid, Inositol & Niacinamide Softgel Capsules (S-NEURO PLUS), Leakage of the soft gelatin capsules was observed which should not be present as per rule 124B of the Drugs Rules,1945 (2) Does not comply with respect to test for Desintegration",STATE_NSQ_MAY-2025.pdf,state,medium,7,Apr-24,Sep-25,"State lab , Puducherry"
Telmisartan & Amlodipine TabletsIP (Lanztel-AM),RHT24-402,Revantis Healthcare,2025-05-31,Does not comply with respect to test for Assay,STATE_NSQ_MAY-2025.pdf,state,medium,7,Jul-24,Jun-26,"State lab , Puducherry"
Aceclofenac & Paracetamol Tablets (A- Sid Tablets),HT-2401253,Helax Healthcare Private Limited,2025-05-31,"(1)The sample received is labelled as Aceclofenac & Paracetamol Tablets, however Aceclofenac & Paracetamol Tablets is an official IP monograph (Addendum 2024) hence should be labelled as Aceclofenac & Paracetamol Tablets IP. (2)For the received sample, Discolouration was observed. (3) Does not comply with respect to test for Uniformity of weight and Assay for Aceclofenac and Paracetamol.",STATE_NSQ_MAY-2025.pdf,state,medium,7-8,Dec-24,Nov-26,"State lab , Puducherry"
Aceclofenac & Paracetamol Tablets (Aceclon-P),NTT250578,Nanoceut Therapeutics Pvt. Ltd.,2025-05-31,"The sample received is labelled as Aceclofenac And Paracetamol Tablets (Aceclon-P) , however Aceclofenac And Paracetamol Tablets is an official IP monograph (IP Addendum 2024) hence should be labelled as Aceclofenac And Paracetamol Tablets IP.",STATE_NSQ_MAY-2025.pdf,state,medium,8,Feb-25,Jan-28,"State lab , Puducherry"
Bromhexine Hcl Tabs. IP 8mg (Bronco),BRO-2401,Medibest Pharma Pvt. Ltd.,2025-05-31,"(1) The label of the received sample Bromhexine Hcl Tabs. IP 8mg (BRONCO), mentions the proper name of the drug whose font size is smaller than the brand name whereas the proper name of the drug should be at least two font size larger than the brand name as prescribed under Rule 96 (1), i (A) of the Drugs and Cosmetics Rules. (2) The name of the received sample mentions as Bromhexine HCL Tabs. IP 8mg, however Bromhexine HCL Tabs IP is an official monograph hence should be labelled as Bromhexine HCL Tabs IP.",STATE_NSQ_MAY-2025.pdf,state,medium,8-9,Jun-24,May-27,"State lab , Puducherry"
Amoxycillin Capsules IP 250mg (Amoxi 250),MT14AC08,Malik Lifesciences Pvt. Ltd.,2025-05-31,Does not comply with respect to test for Assay,STATE_NSQ_MAY-2025.pdf,state,medium,9,Aug-23,Jul-25,"State lab , Puducherry"
Tamsulosin Hydrochloride & Dutasteride tab (Urimax- D,4GH0097,Cipla Ltd.,2025-05-31,Negative for the presence of Tamsulosin Hydrochloride & Dutasteride,STATE_NSQ_MAY-2025.pdf,state,medium,9,Dec-23,Nov-25,"State Drug Control & Research Lab, West Bengal"
Ursodeoxycholic acid Tablets IP 300 mg,UDS-501,Healers Lab,2025-05-31,The sample does not confirm to claim as per IP 2022 in respect to the Dissolution of Ursodiol ( Ursodeoxycholic Acid),STATE_NSQ_MAY-2025.pdf,state,medium,9,Aug-24,Jul-26,DTL Baddi Distt. Solan
Ferrous Sulphate & Folic Acid Syrup IP,FSF-158,Medipol Pharmaceuticals India Pvt. Ltd.,2025-05-31,The sample does not conform to claim as per IP 2022 in respect to the Test of Free Ferric Compounds & Assay of Folic Acid.,STATE_NSQ_MAY-2025.pdf,state,medium,9,Oct-24,Sep-26,DTL Baddi Distt. Solan
Ibuprofen Oral Suspension BP 100 mg/5ml,IBS-022,Medipol Pharmaceuticals India Pvt. Ltd.,2025-05-31,The sample does not conform to claim as per BP 2024 in respect to the Assay of Ibuprofen.,STATE_NSQ_MAY-2025.pdf,state,medium,9,Jul-24,Jun-26,DTL Baddi Distt. Solan
Montelukast Sodium & Levocetirizine Dihydrochloride Tablets IP (BLUCAST-L),ZP24T176,Zantic Pharmaceuticals Pvt. Ltd.,2025-05-31,The sample does not conform to claim as per IP 2022 in respect to the Dissolution of Montelukast & Levocetirizine Hydrochloride,STATE_NSQ_MAY-2025.pdf,state,medium,9,Aug-24,Jul-26,DTL Baddi
Alcinac-SR Tablets (Aceclofenac Sustained- release Tablets),9244001,Leeford Healthcare Ltd.,2025-05-31,Dissolution of Aceclofenac.,STATE_NSQ_MAY-2025.pdf,state,medium,9,May-24,Apr-26,"Drugs Testing Laboratory, Baddi"
Dapagliflozin Tablets IP (DAPAWOHN),HT2406181,Helax Healthcare Private Limited,2025-05-31,Assay and Uniformity of Content of Dapagliflozin,STATE_NSQ_MAY-2025.pdf,state,medium,9,Jun-24,May-26,DTL Baddi Distt Solan HP
Moxi-KT EYE DROPS (Moxifloxacin 0.5 % + Ketorolac 0.4% + H.P.M.C. 0.025 % Opthalmic solution),3780,Eden Drugs Pvt. Ltd.,2025-05-31,Assay of Ketorolac(80.75%),STATE_NSQ_MAY-2025.pdf,state,medium,10,Aug-24,Jul-26,DTL Baddi Distt Solan HP
Acelofenac & Paracetamol Tablets (ACELOZAL-P),YLT25005,YL Pharma Baddi,2025-05-31,The sample does not conforms to Patent & Proprietary in repect to the Assay of Aceclofenac.,STATE_NSQ_MAY-2025.pdf,state,medium,10,Jan-25,Dec-26,DTL Baddi Distt Solan HP
Cefixime 100 mg/5ml Powder for oral Suspension (Sunderin),MSSB24005,Nector Lifesciences Limited,2025-05-31,The sample does not conforms to Patent & Proprietary in repect to the Assay of Anhydrous Cefixime.,STATE_NSQ_MAY-2025.pdf,state,medium,10,Nov-24,Nov-26,DTL Baddi Distt Solan HP
Depcof cough syrup,L-2306077,Gopal life sciences,2025-05-31,Assay of Phenylephrine Hydrochloride.,STATE_NSQ_MAY-2025.pdf,state,medium,10,Jun-23,May-25,DTL Baddi Distt Solan HP
Itraconazole Capsules BP 100 mg (ITR 100,5007,Orley Laboratories Pvt. Ltd.,2025-05-31,"The sample does not comply with B.P requirements for Dissolution Test""",STATE_NSQ_MAY-2025.pdf,state,medium,10,Jul-23,Jun-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Calcium and Vitamin D3 Tablets IP(Tricum-XT),1240247,Corona Remedies Pvt Ltd.,2025-05-31,The Content of Vitamin D3 in the sample is less (i.e. 34.85% of the labelled amount) than the IP limits,STATE_NSQ_MAY-2025.pdf,state,medium,10,Feb-24,Jul-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Acidom-DSR Capusles,2560301C,Lifecare,2025-05-31,The content of Rabeprozole in the sample is less (i.e 31.85% of the lablled amount) than permissible limits,STATE_NSQ_MAY-2025.pdf,state,medium,10,Jul-23,Jun-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
"Itraconazole Ofloxacin, Ornidazole & Clobetasol Propionate Cream (Fondastop C Cream)",0-102,Spen Formulations Pvt Ltd.,2025-05-31,The sample does not give High Performance Liquid Chromatographic and Thin Layer Chromatographic identification Test for the presence of itraconazole and Clobetasol Propionate.,STATE_NSQ_MAY-2025.pdf,state,medium,10-11,Sep-23,Aug-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Halar Cream,HA-292,Maxheal Pharmaceuticals (I) Ltd.,2025-05-31,The content of Neomycin Sulphate (i.e. 18.80% of the labelled amount),STATE_NSQ_MAY-2025.pdf,state,medium,11,Jul-23,Jun-26,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Lomojack,CN2305,Century Drugs Pvt Ltd.,2025-05-31,"The sample does not comply with I.P requirement for Dissolution Test""",STATE_NSQ_MAY-2025.pdf,state,medium,11,Apr-23,Sep-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Amikacin Sulphate Injection IP 500mg (Amikablast 500 Injection),W373,Macin Remedies India Ltd.,2025-05-31,The content of Amikacin in the sample is more (i.e 183.99% of the lablled amount) than the I.P limits,STATE_NSQ_MAY-2025.pdf,state,medium,11,Jul-23,Jun-25,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Misoprostol Tablets IP 200 mcg(Misotop 200),SPT241229,Salus Pharmaceuticals,2025-05-31,The content of Misoprostol in the sample is less (i.e 13.82% of the lablled amount) than the IP limits,STATE_NSQ_MAY-2025.pdf,state,medium,11,Jun-24,May-26,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
Albendazole Chewable Tablets IP (Alsia-400 Tab,SPD-618,Sia Pharma Pvt Ltd.,2025-05-31,"The sample does not comply with I.P requirement for Dissolution Test""",STATE_NSQ_MAY-2025.pdf,state,medium,11,Oct-24,Sep-26,"A.S Kambli Palghar-Zone-1 FDA, Lab Mumbai"
"Aceclofenac, Paracetamol & Serratiopeptidase Tablets (ACIJAN-SP Tablets)",AF-23T683,Affine Formulations Ltd.,2025-05-31,The Content of Serratiopeptidase in the sample is less(i.e 41.54% of lebelled amount),STATE_NSQ_MAY-2025.pdf,state,medium,11,Oct-23,Sep-25,"V.P. Mahajan, Jalna. FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
"Codeine Phosphate, Chlorpheniramine Maleate and Sodium Citrate Cough Linctus (WYKAREX-CD Cough Linctus)",AL-5770,Acron Pharmaceuticals,2025-05-31,The Content of Codeine Phosphate in the sample less (i.e 32.50% of the labelled amount),STATE_NSQ_MAY-2025.pdf,state,medium,11,Nov-23,Oct-25,"B.D. Marewad, FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Ciprofloxacin Hydrochloride Tablets IP 500mg (Cipro-500 Tablets,COP24001,Danish Healthcare(P) Ltd.,2025-05-31,"The sample does not comply with I.P requirement for "" Dissolution """,STATE_NSQ_MAY-2025.pdf,state,medium,11,Mar-24,Feb-26,"N.S. Bhalerao, Nanded, FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Advanced Pakiza Unani's Golden Knight 125g,PUN45,Advanced Pakiza Unani LLP,2025-05-31,1. The sample gives identification for the presence of Sildenafil Citrate. 2. Found Content of Sildenafil in the sample is 33.72 mg/10gm,STATE_NSQ_MAY-2025.pdf,state,medium,12,Nov-24,Oct-27,"S.K, Jadhav, Pune- Zone 3 , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Advanced Pakiza Unani's Golden Knight Cream,PUNC02,Advanced Pakiza Unani LLP,2025-05-31,1. The sample gives identification for the presence of Tadalafil. . 2. Found Content of Tadalafil in the sample is 0.17mg/gm,STATE_NSQ_MAY-2025.pdf,state,medium,12,Apr-24,Mar-27,"S.K, Jadhav, Pune- Zone 3 , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Advanced Pakiza Unani's Golden Knight Capsules,GKC002A,Advanced Pakiza Unani LLP,2025-05-31,1. The sample gives identification for the presence of Sildenafil Citrate and Tadalafil. 2. Found Content of Sildenafil in the sample is 9.65mg/Cap 3. Found Content of Tadalafil in the sample is 12.77mg/Cap,STATE_NSQ_MAY-2025.pdf,state,medium,12,Nov-23,Oct-26,"S.K, Jadhav, Pune- Zone 3 , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Golden Drive 250gm,GDM002N,Advanced Pakiza Unani LLP,2025-05-31,1. The sample gives identification for the presence of Sildenafil Citrate 2. Found Content of Sildenafil in the sample is 8.49mg/10gm,STATE_NSQ_MAY-2025.pdf,state,medium,12,Oct-23,Sep-26,"S.K, Jadhav, Pune- Zone 3 , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Azithromycin Tablets IP 500mg (Ronnin 500 Tablets),PPTC082,Pratima Pharmaceuticals,2025-05-31,1. The sample does gives identification for the presence of Azithromycin 2. Additional identification:- The sample gives identification for the presence of Paracetamol.3. Found Content of Paracetamol in the sample is 147.24mg/Tab,STATE_NSQ_MAY-2025.pdf,state,medium,12,Nov-23,Oct-26,"S.K, Jadhav, Pune- Zone 3 , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Paracetamol Tablets I.P 500mg(Fevimed),451AA05,Sarv Pharmaceuticals,2025-05-31,"The sample does not comply for Description as, the tablets shows uneven light Brown Coloured Spots on the Surface of almost all the Tablets.",STATE_NSQ_MAY-2025.pdf,state,medium,12-13,Dec-23,Nov-25,"N.S. Bhalerao, Hingoli , FDA Lab, M.S. Chhatrapati Sambhajinagar . Maharashtra State"
Fluconazole 150mg Tablets IP (PRATIFLU 150 Tablets,PPTS-2801,Pratima Pharmaceuticals,2025-05-31,The content of Fluconazole in the sample is less (i.e 31.96% of the stated amount) (I.P. Limits:- Not less than 90% and not more than 110% of the stated Amount),STATE_NSQ_MAY-2025.pdf,state,medium,13,Aug-24,Jul-27,"V.P. Khedkar, Pune-Zone 2"
White Powder Paracetamol IP,PAR040325,Samarth Pharmaceuticals Office No.,2025-05-31,Identification Test Found To be Negative. Assay of Paracetamol IP-NIL,STATE_NSQ_MAY-2025.pdf,state,medium,13,Mar-25,Feb-30,State Food & Drug Testing Laboratory Uttarakhand
White Powder Paracetamol IP,PAR050325,Samarth Pharmaceuticals Office No.,2025-05-31,Identification Test Found To be Negative. Assay of Paracetamol IP-NIL,STATE_NSQ_MAY-2025.pdf,state,medium,13,Mar-25,Feb-30,State Food & Drug Testing Laboratory Uttarakhand
Dicyclomine HCL Powder,DEH/24011R,Palam Pharma Pvt. Ltd.,2025-05-31,IdentificationTest- Found to be Negative. Assay of Paracetamol IP-Nil.,STATE_NSQ_MAY-2025.pdf,state,medium,13,Jul-25,Jun-29,State Food & Drug Testing Laboratory Uttarakhand
Fluconazole IP Powder,FLZ23-2411,Mestra Pharma Pvt. Ltd.,2025-05-31,Loss on drying: Does not comply with IP,STATE_NSQ_MAY-2025.pdf,state,medium,13,Nov-23,Oct-28,State Food & Drug Testing Laboratory Uttarakhand
Sodium Valporate IP Powder,SV/02/01/25,Mirambika Pigment,2025-05-31,"Loss on drying: Does not comply with IP, Assay of Sodium Valporate IP: More than Prescribed Limit",STATE_NSQ_MAY-2025.pdf,state,medium,13,Jan-25,Dec-29,State Food & Drug Testing Laboratory Uttarakhand
Compound Sodium Lactate Injection IP (Ringer-Lactate Solution for Injection),KI124110,Ultra Laboratories Pvt. Ltd.,2025-05-31,Test for Sterility,STATE_NSQ_MAY-2025.pdf,state,medium,13,Dec-24,Nov-27,Karnataka
Compound Sodium Lactate Injection I.P (Ringer's Lactate Solution Injection I.P)RL,13-4536,Tam Bran Pharmaceuticals Pvt. Ltd.,2025-05-31,Test for Sterility,STATE_NSQ_MAY-2025.pdf,state,medium,13,Nov-24,Oct-27,Karnataka
Pomol-650 (Paracetamol Tablets I.P. 650mg),24020111,Mls.Aban Pharmaceuticals,2025-05-31,Test for Dissolution of Tablets and content of Paracetamol in the Assay,STATE_NSQ_MAY-2025.pdf,state,medium,14,Feb-24,Jan-27,Karnataka
"MITO Q7 Syrup (Co Enzyme Q10, L- Carnitine, Benfotiamine, Riboflavin, Pyridoxine HCL",CHS-40170,Bion Therapeutics India Pvt.Ltd.,2025-05-31,"Assay for Benfotiamine, Riboflavinand,AscorbicA cid",STATE_NSQ_MAY-2025.pdf,state,medium,14,Sep-24,Feb-26,Karnataka
"Sterile Diluent For Reconstitution of ND, IB, IBD and Combination Vaccines for Poultry (Veterinary) Multi",GSCEV03,Safe Parenterals Pvt.Ltd.,2025-05-31,Description & Particulate Matter,STATE_NSQ_MAY-2025.pdf,state,medium,14,Nov-23,Oct-25,Karnataka
Spnflox-OZ Tablets (Ofloxacin &OrnidazoleTablets IP),DT240523B,Indo Rama Health Care Pvt.Ltd.,2025-05-31,Description of Tablets,STATE_NSQ_MAY-2025.pdf,state,medium,14,May-2024,Apr-26,Karnataka
Pantoprazole Gastro-resistant & Domperidone Prolonged Release Capsuels IP (Pantocoat- DAR),C112403,Mls.Swefn Pharmaceuticals Pvt.Ltd.,2025-05-31,Description of Tablets,STATE_NSQ_MAY-2025.pdf,state,medium,14,Nov-24,Oct-26,Karnataka
Sodium Chloride Injection IP 0.9% w/v (NS),TL304F003,Puniska lnjectables Pvt.Ltd.,2025-05-31,Test for Sterility,STATE_NSQ_MAY-2025.pdf,state,medium,14,Nov-24,Oct-27,Karnataka
Sodium Chloride InjectionIP0.9% w/v (NS),UA404B026,Puniska lnjectables Pvt.Ltd.,2025-05-31,Test for Sterility,STATE_NSQ_MAY-2025.pdf,state,medium,14,Jan-25,Dec-27,Karnataka
"Alpha Lipoic Acid, Folic Acid, Methylcobalamin, Vitamin B6 &Vitamin D3 Tablets)",AT-052410,East African (India) Overseas,2025-05-31,Test for Disintegration only,STATE_NSQ_MAY-2025.pdf,state,medium,14,May-24,Apr-26,Karnataka
"Om Shanthi Gold Class KUMKUM,",BL0l,N. Rangarao & Sons Pvt.Ltd.,2025-05-31,Test for Fineness residue only,STATE_NSQ_MAY-2025.pdf,state,medium,14-15,Dec-24,Nov-25,Karnataka
Sulcralfate& Oxetacaine Suspension( Piracid-O Suspension),R05GL2423A,Rednex Pharmaceuticals Pvt. Ltd.,2025-05-31,Assay for Oxetacaine Only,STATE_NSQ_MAY-2025.pdf,state,medium,15,May-24,Apr-26,Karnataka
"GlimepirideTablets IP 2mg (Glimiz-2),",T24039,Knm Pharma Pvt. Ltd.,2025-05-31,"Assay”and IP standards with respect“Test for Dissolution """,STATE_NSQ_MAY-2025.pdf,state,medium,15,Apr-24,Mar-26,Karnataka
Iron Sucrose Injection USP l00mg (Irogain),IISI406,U/s. Regain Laboratories,2025-05-31,Test for Fineness residue only,STATE_NSQ_MAY-2025.pdf,state,medium,15,Sep-24,Jul-26,Karnataka
Compound Sodium Lactate Injection I.P (Ringer Lactate Solution for injectionI.P) RL,1247988,"Otsuka Pharmaceuticals India Pvt, Ltd.",2025-05-31,Test for Sterility,STATE_NSQ_MAY-2025.pdf,state,medium,15,Nov-24,Oct-27,Karnataka
KAAMRAJ (Suspected to contain Sildenafil and Tadalafil (Brahmanands),BAC0003,Brahmanand Ayurveda (OPC) Pvt. Ltd,2025-05-31,1) Identification Test for Sildenafil found to be Negative. 2) Identification test for Tadalafil found to be Positive.,STATE_NSQ_MAY-2025.pdf,state,medium,15,Jan-23,Dec-25,"State Drugs Laboratory, Punjab"
Testosterone Propionate 100mg/ml (P-JECT),INLDAN1801,Novector Labs,2025-05-31,Manufacturing address is not mentioned on the label.,STATE_NSQ_MAY-2025.pdf,state,medium,15,Feb-24,Jan-28,"State Drugs Laboratory, Punjab"
Sup er Bulk-Mix Rx Only (Super Bulk-Mix Rx),CQ20215MIOS,Not Mentioned,2025-05-31,Manufacturing address is not mentioned on the label.,STATE_NSQ_MAY-2025.pdf,state,medium,15,Feb-24,Jan-27,"State Drugs Laboratory, Punjab"
Norf loxacin Tablets I.P. 400mg (Norfloxacin 400),R-240327,Remax Pharmaceuticals,2025-05-31,Description,STATE_NSQ_MAY-2025.pdf,state,medium,16,Mar-24,Feb-26,"State Drugs Laboratory, Punjab"
Ran itidine Hydrochloride Tablets IP 150mg (Zeptiloc-150 tablets),ZCI24003,Danish Healthcare (P) Ltd.,2025-05-31,Description,STATE_NSQ_MAY-2025.pdf,state,medium,16,Apr-24,Mar-26,"State Drugs Laboratory, Punjab"
Diclo fenac Sodium and Paracetamol Tablets.... (DICLOZEG-P),TSF-B5792,Spen Formulations Pvt. Ltd.,2025-05-31,The Product is official in I.P 2022 but the same is not mentioned anywhere on the label.,STATE_NSQ_MAY-2025.pdf,state,medium,16,Oct-23,Sep-25,"State Drugs Laboratory, Punjab"
Mefe namic Acid and Paracetamol Suspension (Sarmef- PDS),SBL-1021,Sarthak Biotech Pvt. Ltd.,2025-05-31,Volume,STATE_NSQ_MAY-2025.pdf,state,medium,16,Oct-24,Sep-26,"State Drugs Laboratory, Punjab"
Ator vastatin Tablets IP 10mg (Atosar-10),SBT-813,Sarthak Biotech Pvt. Ltd.,2025-05-31,Description,STATE_NSQ_MAY-2025.pdf,state,medium,16,Mar-24,Feb-26,"State Drugs Laboratory, Punjab"
Gab apentin Capsules IP 300mg. (GABATEC- 300),SG2412559,Scout Lifescience Pvt. Ltd.,2025-05-31,Uniformity of Weight,STATE_NSQ_MAY-2025.pdf,state,medium,16,Dec-24,Nov-26,"State Drugs Laboratory, Punjab"
Ace clofenac Paracetamol & Serratiopeptidase Tablets. (Aceclofen-SP),PBT-2024101,Presun Biotech,2025-05-31,The contents of Serratiopeptidase found to be 8.06mg per tablet (80.6%) against labeled claim of 10.0mg per tablet.,STATE_NSQ_MAY-2025.pdf,state,medium,16-17,May-24,Apr-26,"State Drugs Laboratory, Punjab"
Olan zapine Tablets I.P.5mg. (Olanzapine Tablets IP 5mg),N2503121,Talent Healthcare,2025-05-31,Description,STATE_NSQ_MAY-2025.pdf,state,medium,17,Mar-25,Feb-28,"State Drugs Laboratory, Punjab"
Olan zapine Tablet I.P. (Etimok),ATD-B24020,"Alzan Pharmaceuticals Pvt, Ltd.",2025-05-31,Uniformity of content,STATE_NSQ_MAY-2025.pdf,state,medium,17,Feb-24,Jan-26,"State Drugs Laboratory, Punjab"
Pov idone Iodine Gargle 2% (ZEVODINE),623-864,Zee Laboratories Ltd.,2025-05-31,Test For Assay (Content) of Povidone- Iodine Equivalent To Available-Iodine,STATE_NSQ_MAY-2025.pdf,state,medium,17,Nov-23,Oct-25,Government of NCT of Delhi
Rab eprazole Sodium Enteric Coated & Domperidone Sustained Release Capsules (Kylid-RD),NHD24207C,Nest Healthcare Pvt Ltd.,2025-05-31,The sample does not conform to the claim with respect to Assay of Rabeprazole Sodium.,STATE_NSQ_MAY-2025.pdf,state,medium,17,May-24,Apr-26,"DTL, Jaipur (State Lab)"
Rab eprazole Sodium Gastro- resistant & Domperidone (SR) Capsules (Rebtil-DSR),LV23LC-017,L.V. Life Sciences,2025-05-31,The sample does not conform to the claim with respect to Assay of Rabeprazole Sodium.,STATE_NSQ_MAY-2025.pdf,state,medium,17,Nov-23,Oct-25,"DTL,Bikaner (State Lab)"
Albe ndazole Oral Suspension IP (Vet.),SLG24095,Safecon Lifesciences Pvt. Ltd.,2025-05-31,The sample does not conform to the IP with respect to Assay of Albendazole.,STATE_NSQ_MAY-2025.pdf,state,medium,17,Mar-24,Feb-26,"DTL,Jaipur (State Lab)"
Para cetamol Tablets IP 650mg,PCT24034,Vivek Pharmachem (India) Ltd.,2025-05-31,"The sample has been declared as not of Standard Quality as it does not conform to IP standards with respect to ""Test for Dissolution"" and Description.",STATE_NSQ_MAY-2025.pdf,state,medium,17,Feb-24,Jan-26,Karnataka
Clop idogrel and Aspirin Tablets IP (AclizacAS 75),2411039,Sanctus Global Formulations Limited,2025-05-31,The sample does not conform to the IP with respect to Assay of Aspirin & Free Salicylic Acid,STATE_NSQ_MAY-2025.pdf,state,medium,17,Nov-24,Oct-26,"DTL,Jaipur (State Lab)"
Cefi xime &Ofloxacin Tablets (CEFXEN-O),VT240794,VADSP Pharmaceuticals,2025-05-31,The sample does not conform to the claim with respect to assay of Cefixime.,STATE_NSQ_MAY-2025.pdf,state,medium,17,Jul-24,Jun-26,"DTL,Jaipur (State Lab)"
Isox suprine Hydrochloride (SR)Tablets(Siox-Sr),GT400966A,Gnosis Pharmaceuticals Pvt.Ltd,2025-05-31,The sample does not conform to the claim with respect to Assay of Isoxsuprine Hydrochloride.,STATE_NSQ_MAY-2025.pdf,state,medium,18,Oct-24,Sep-26,"DTL,Jaipur(State Lab)"
Sulp hamethoxazole &Trimethoprim Injection I.P.,EL-240608,Ethicare Laboratories,2025-05-31,"The sample does not conform to the IP (Vet.) with respect to Particulate Matter, Description as it show physical in stability in the form of white crystalline particles and Assay of Trimethoprim.",STATE_NSQ_MAY-2025.pdf,state,medium,18,Jun-24,May-26,"DTL,Jaipur(State Lab)"
Rab eprazole Sodium (Enteric Coated) & Domperidone (Sustained Releases) Capsules (Rzol-D),SSC23187,Shri Sai Bala Ji Pharmatech Pvt.Ltd.,2025-05-31,The sample does not conform to the claim with respect to Assay of Rabeprazole Sodium.,STATE_NSQ_MAY-2025.pdf,state,medium,18,Jan-24,Dec-25,"DTL,Bikaner (State Lab)"
Gab apentin & Nortriptyline Hydrochloride Tablets (GABVONT400),HT24642,HBC Healthcare Pvt.Ltd.,2025-05-31,The sample does not confirm to the claim with respect to Assay of Nortriptyline.,STATE_NSQ_MAY-2025.pdf,state,medium,18,Dec-24,Nov-26,"DTL,Jaipur (State Lab)"
Dox ycycline and Lactic Acid BacillusTablets(DOXYG LO-LB),ATG4G566,Anrose Pharma,2025-05-31,The sample does not conform to the claim with respect to Assay of Doxycycline Hydrochloride IP,STATE_NSQ_MAY-2025.pdf,state,medium,18,Jul-24,Jun-26,"DTL,Jaipur (State Lab)"
Diclo fenac Sodium Tablets I.P.(Dicloax Plus),CDTP-265,Candor Biotech Ltd.,2025-05-31,The sample does not conform to the IP with respect Assay of Diclofenac Sodium (NIL) and Found Aceclofenac (57.41 mg/Tab.),STATE_NSQ_MAY-2025.pdf,state,medium,18,Sep-24,Aug-26,"DTL,Jaipur (State Lab)"
Amo xycillin Capsules IP 500mg (Moxgo-500),MOXG-2404001,RMIS Pharmaceuticals,2025-05-31,The sample does not conform to the IP as it does not contain Amoxycillin ( NIL).,STATE_NSQ_MAY-2025.pdf,state,medium,18,Jul-24,Jun-26,"DTL, Jaipur (State Lab)"
Nimesulide & Paracetamol Bolus (Vet.) (Nip-UP Bolus),NPB-23221,Akme Biotec,2025-04-30,Disintegration Test,stnsqapr25.pdf,state,medium,1,Feb-24,Jan-26,Karnataka
